236.500332141,stop,0,-1,False
236.718660716,stop,0,51.09,False
236.932454103,stop,0,52.93,False
237.146213147,stop,0,52.23,False
237.360306746,stop,0,43.02,[2, 2, 2, 2, 2]
237.572731939,stop,0,41.66,False
237.785218591,stop,0,59.64,False
237.999952383,stop,0,57.23,False
238.215026191,stop,0,50.03,False
238.428907287,stop,0,57.53,False
238.645113068,stop,0,91.84,False
238.861501784,stop,0,58.39,False
239.075976831,stop,0,59.19,False
239.290450654,stop,0,52.59,False
239.504429523,stop,0,62.43,[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
239.719147314,stop,0,57.09,False
239.934384762,forward,30,79.44,False
240.150039019,stop,0,57.8,False
240.364254798,stop,0,62.01,False
240.578852927,forward,30,58.39,False
240.797522444,stop,0,66.93,False
241.012468397,forward,30,52.42,False
241.228281622,stop,0,52.19,False
241.445564711,stop,0,54.16,False
241.663075862,forward,30,53.36,[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
241.880251734,stop,0,41.89,False
242.09698129,forward,30,56.96,False
242.314681868,forward,30,56.29,False
242.53275463,forward,30,61.45,False
242.750848854,forward,30,62.65,False
242.97322603,forward,30,-2,False
243.196123673,forward,30,57.01,False
243.414663012,forward,30,68.74,False
243.633136022,forward,30,56.97,False
243.850759614,forward,30,47.64,[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
244.068359588,forward,30,45.67,False
244.2848246,forward,30,67.5,False
244.507620924,forward,30,63.57,False
244.725531878,forward,30,58.79,False
244.942970006,forward,30,60.47,False
245.164054593,forward,30,-2,False
245.386121036,forward,30,59.18,False
245.603221722,forward,30,59.31,False
245.822607343,forward,30,60.7,False
246.039170336,forward,30,48.86,[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
246.255727645,forward,30,39.55,False
246.472448834,forward,30,62.5,False
246.690344869,forward,30,63.31,False
246.908457281,forward,30,57.95,False
247.126486982,forward,30,66.95,False
247.349043681,forward,30,-2,False
247.570953933,forward,30,111.21,False
247.79161873,forward,30,63.62,False
248.009523882,forward,30,60.8,False
248.227495299,forward,30,58.41,[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
248.445329148,forward,30,56.91,False
248.662815349,forward,30,66.22,False
248.881060177,forward,30,75.92,False
249.099905065,forward,30,61.83,False
249.317573511,forward,30,59.46,False
249.539880736,forward,30,-2,False
249.76115257,forward,30,36.55,False
